# x, y_true, y_pred
9.485033722169924353e-01 1.000000000000000000e+00 1.580061525136201128e+00 1.467622419000923273e+00 9.872286376319341361e-01 0.000000000000000000e+00
6.488127060003243685e-01 6.967759410031744149e-01 2.000000000000000000e+00 1.782348979326659810e+00 8.920463064973206402e-01 2.109861106306841136e-04
-2.991619713184037188e-01 8.039650526458594904e-01 1.903500499575192073e+00 2.000000000000000000e+00 -4.999468127162730591e-01 3.056132705157344766e-04
-4.292296982332099997e-01 -4.586337691499076108e-02 1.000000000000000000e+00 1.334914029095181753e+00 7.101003697466090614e-01 7.065038508699914704e-04
-1.000000000000000000e+00 -5.462619802779531408e-01 1.486336415656597021e+00 1.174872088768336598e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.221028825701558684e-01 -7.649890465406294915e-02 1.139073126675630210e+00 1.000000000000000000e+00 4.735513905414618918e-01 1.026511240732722085e-03
-2.220093977515580352e-01 -1.000000000000000000e+00 1.670152375114588139e+00 1.130434880527116492e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.000000000000000000e+00 -9.126541619175594366e-01 1.966645420190173965e+00 1.544047194076617835e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-1.000000000000000000e+00 9.297368470236302418e-01 1.309708791972373554e+00 1.060654171679808133e+00 -0.000000000000000000e+00 0.000000000000000000e+00
-8.764620948800398992e-01 -6.060707973018231165e-01 1.427307250815490924e+00 1.000000000000000000e+00 1.586103058828677859e-01 1.094779749788259138e-04
-1.000000000000000000e+00 -6.238961636151623136e-01 1.256523468925721421e+00 1.390549644104475346e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.563301762455344246e-02 9.508778610223391770e-01 2.000000000000000000e+00 1.206923015151510459e+00 1.404947488629781360e-01 -9.509263966861919741e-05
-1.000000000000000000e+00 9.304427194012199198e-01 1.010835827646689999e+00 1.742788193242056805e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
-4.542727071389842664e-01 1.000000000000000000e+00 1.757680032436016226e+00 1.564620445171068797e+00 -9.774544906172630832e-01 -0.000000000000000000e+00
3.261064645538087614e-01 -6.384212470167638376e-01 2.000000000000000000e+00 1.088747415296735799e+00 -4.953335161426765110e-01 1.419418764688066973e-03
1.584572598602984606e-02 -4.826473996552231860e-01 1.000000000000000000e+00 1.487047469532086552e+00 9.347806827673121877e-01 8.331318291985863973e-04
1.000000000000000000e+00 -3.116254541987895088e-02 1.035144272508607077e+00 1.570642958663949429e+00 -7.521222423133518131e-02 -0.000000000000000000e+00
5.591431541014522111e-01 -1.000000000000000000e+00 1.813427793407204724e+00 1.018018773850136727e+00 -0.000000000000000000e+00 0.000000000000000000e+00
9.534809663336434316e-01 6.538129648920485426e-01 2.000000000000000000e+00 1.618060801843626884e+00 1.271647824233958501e-01 3.465502379223809687e-05
1.000000000000000000e+00 1.821563416966955895e-01 1.740922853504988321e+00 1.211886472732402797e+00 -5.654687190811702457e-01 0.000000000000000000e+00
-1.000000000000000000e+00 5.800846759043334355e-01 1.295625629637095599e+00 1.611802689807393385e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
-1.196616600406763542e-01 -5.966784822248698550e-01 1.653110724785721741e+00 2.000000000000000000e+00 7.204203798191586294e-01 7.629846215642979409e-04
7.851250523894341971e-01 6.437502811849726836e-01 1.748203802013319486e+00 1.000000000000000000e+00 -5.213214534432125680e-01 2.421007767767122641e-04
-8.961973096842781317e-01 1.000000000000000000e+00 1.793601908586878624e+00 1.752037170286197210e+00 -2.025506934417291849e-01 -0.000000000000000000e+00
1.000000000000000000e+00 3.854592861963608286e-01 1.076629625882590702e+00 1.184483266761815479e+00 -1.274188135270050704e-01 0.000000000000000000e+00
1.000000000000000000e+00 3.628900867211140024e-01 1.173773597618804398e+00 1.966817364616577191e+00 4.552050738466416613e-01 -0.000000000000000000e+00
-3.142458169951036773e-01 -9.932847443183476788e-01 1.000000000000000000e+00 1.800245561691224960e+00 1.672165273684757605e-02 3.412085950313930037e-05
-2.827744846150006541e-01 -1.508136352822551096e-01 1.767275393564782693e+00 1.000000000000000000e+00 8.874907236743431183e-01 6.589467482979527793e-04
3.519244047015461785e-01 -1.000000000000000000e+00 1.918274372618673951e+00 1.272956059249644722e+00 -0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 -8.608015348186226490e-02 1.155180361422279978e+00 1.539547663609988515e+00 -3.759077343036601460e-01 -0.000000000000000000e+00
-1.753669862224835896e-01 -1.000000000000000000e+00 1.482729785649569143e+00 1.147799375733781435e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.349375599096546807e-01 1.000000000000000000e+00 1.011659135153955891e+00 1.566742605259853649e+00 -2.536256282226230785e-01 -0.000000000000000000e+00
-1.000000000000000000e+00 -1.167752787809142045e-01 1.943192462987805902e+00 1.086324936570204791e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.376457322184615251e-03 -1.000000000000000000e+00 1.379243593259983136e+00 1.410021406699030866e+00 0.000000000000000000e+00 -0.000000000000000000e+00
3.351546015896262887e-01 -1.000000000000000000e+00 1.206482281123204769e+00 1.338534066507120368e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 1.507710504083152880e-01 1.891742332134335403e+00 1.862131780626020028e+00 7.424457938678237501e-02 0.000000000000000000e+00
-1.000000000000000000e+00 6.935926712396733862e-03 1.591176695541170583e+00 1.888873236102402764e+00 0.000000000000000000e+00 0.000000000000000000e+00
-9.942543674449066948e-01 -1.000000000000000000e+00 1.529308234881728623e+00 1.857645451192721842e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.342280212420515095e-01 1.000000000000000000e+00 1.657933479070521354e+00 1.916989063162028106e+00 2.443531667103226168e-01 -0.000000000000000000e+00
9.989982372090764340e-01 -4.552133647659326599e-01 1.962276049341869832e+00 1.000000000000000000e+00 -9.159023849848510479e-02 4.264318528787668073e-06
